0	1.0000000
1	0.2045873
2	0.0509779
3	0.0131722
4	0.0034552
5	0.0009137
6	0.0002428
7	0.0000647
8	0.0000173
9	0.0000046
10	0.0000012
11	0.0000003
12	0.0000001
13	0.0000000
14	0.0000000
15	0.0000000
16	0.0000000
17	0.0000000
18	0.0000000
19	0.0000000
20	0.0000000
21	0.0000000
22	0.0000000
23	0.0000000
24	0.0000000
25	0.0000000
26	0.0000000
27	0.0000000
28	0.0000000
29	0.0000000
30	-0.0000000
31	0.0000000
32	0.0000000
33	0.0000000
34	0.0000000
35	-0.0000000
36	0.0000000
37	-0.0000000
38	-0.0000000
39	-0.0000000
40	-0.0000000
41	0.0000000
42	-0.0000000
43	-0.0000000
44	0.0000000
45	-0.0000000
46	-0.0000000
47	-0.0000000
48	0.0000000
49	-0.0000000
50	0.0000000
